GeneID	CTR02A	CTR02B	CTR02C	CTR02D	CTR02E	CTR02F	CTR19A	CTR19B	CTR19C	CTR19D	CTR19F	CTR19H	HD17A	HD17B	HD17C	HD17E	HD17F	HD18A	HD18B	HD18C	HD18D	HD18F	HD20A	HD20C	HD20D	HD20E	HD20F	HD20G
RP9P	530	448	416	542	460	438	164	152	134	142	437	297	219	215	162	278	251	300	372	263	293	228	126	148	124	183	328	459
FKBP9	8924	9681	4978	6721	7002	9853	1092	779	1456	1668	2375	3555	6175	4747	3868	2229	2960	2762	2741	2615	4616	4472	1907	1124	728	1669	3238	2163
NT5C3A	1443	1515	1574	1689	1534	1155	476	331	313	599	1174	1417	1072	952	975	1746	1197	1439	1706	1425	1099	1143	405	405	427	605	1352	1897
RP9	874	797	749	969	875	741	325	269	260	322	828	745	518	576	527	784	668	731	890	755	702	592	241	289	231	388	839	1134
BBS9	1742	1745	1384	1853	1511	1220	323	188	189	422	867	1169	918	1047	957	1523	1050	1335	968	1053	1061	1291	313	146	145	340	947	648
LOC105375227	2	4	2	1	3	2	0	2	2	4	21	0	9	10	3	6	6	13	17	15	18	17	3	1	2	5	3	8
FLJ20712	1	3	1	3	2	0	1	4	1	1	7	0	1	1	0	2	3	6	3	5	4	2	2	0	2	4	0	4
BMPER	490	348	1735	2436	301	141	121	26	8	57	497	185	84	155	50	99	45	108	52	79	133	267	33	14	16	81	72	63
NPSR1-AS1	4	9	1	0	22	2	0	0	6	0	1	0	1	0	2	1	0	0	0	0	2	2	0	0	0	0	1	0
NPSR1	3	12	5	1	90	3	0	0	0	0	0	1	2	2	9	0	0	0	1	0	2	2	2	0	2	0	1	0
NCAPD2P1	4	1	4	12	3	5	1	1	0	3	5	7	6	10	6	29	14	19	16	10	18	5	3	7	4	5	15	10
DPY19L1	6592	9048	3258	4920	6593	6671	912	898	1301	2008	2252	4511	4554	6373	5719	2834	4464	3202	3507	3149	6743	5516	2079	1059	633	1813	3948	2407
LOC102724723	1	3	7	0	4	2	1	1	4	5	2	1	3	3	7	0	0	8	5	10	1	6	1	2	4	2	0	6
MIR548N	0	1	0	0	0	0	1	0	0	3	1	0	0	0	1	0	1	0	0	1	1	2	0	0	0	0	0	0
LOC105375228	4	21	3	10	13	16	16	39	23	39	61	10	7	14	10	2	13	13	14	27	13	16	15	30	18	27	14	67
DPY19L2P1	59	50	36	28	37	36	45	51	40	80	105	48	10	39	43	61	72	65	101	50	57	39	34	53	39	36	70	156
S100A11P2	0	0	0	0	0	1	0	1	0	1	0	2	3	4	1	0	1	1	3	1	0	4	0	0	1	0	0	2
TBX20	37	43	23	7	33	26	3	0	3	2	6	5	0	0	0	1	2	10	9	9	15	0	3	1	0	0	2	0
LOC401324	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0
LOC105375230	1	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375231	0	4	2	0	0	0	0	2	1	4	8	0	0	1	0	4	4	3	6	5	1	8	1	1	1	3	1	5
LOC101928421	48	95	56	50	90	44	107	47	60	132	207	54	59	45	63	116	89	170	139	131	115	146	70	53	67	149	68	250
HERPUD2	2056	1902	1926	2683	1981	1397	650	299	444	719	1219	1430	934	1215	1097	1651	1230	1093	1277	1085	1278	1268	573	459	441	665	1463	1654
LOC101930085	1248	1192	1009	1301	1238	1006	274	139	154	293	546	651	674	754	559	825	565	694	388	515	740	761	191	112	121	208	491	438
LOC100506725	56	45	30	43	60	87	28	14	16	23	67	25	43	86	34	13	43	8	17	11	44	61	17	11	5	19	15	11
SEPT7-AS1	57	75	52	82	40	47	15	5	4	20	56	42	19	26	28	38	29	28	17	25	20	21	13	8	11	29	35	34
LOC442293	3	1	1	0	0	0	0	0	1	2	4	1	0	0	2	0	0	0	3	0	0	1	0	0	0	2	1	4
SEPT7	34696	26870	26865	35298	30562	23584	7836	3853	4891	7988	15330	22717	19721	23145	18440	22558	18566	20804	17302	16915	25961	24145	6296	4125	3103	7972	20404	13223
LOC107986783	0	0	0	2	1	0	0	0	0	0	3	2	2	5	0	1	4	1	8	3	6	4	0	1	0	1	1	2
PPP1R14BP4	3	1	0	1	1	3	2	3	2	4	2	8	3	9	9	8	5	1	5	9	9	8	1	1	1	2	13	2
LOC107986734	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC105375233	1	1	6	5	1	3	0	3	1	1	2	6	2	2	0	3	3	0	0	2	5	5	1	0	0	0	5	5
LOC101928618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
EEPD1	791	1219	1009	1582	645	514	329	318	207	495	836	1018	194	753	654	881	646	604	932	1145	945	1025	602	353	301	724	1528	809
KIAA0895	1240	1153	781	1005	948	747	280	282	230	380	645	916	540	782	615	803	641	677	871	700	971	987	301	310	212	318	684	930
ANLN	4167	2346	2073	2751	2342	2542	640	906	901	1748	1428	2440	3964	4013	2650	3525	2339	3369	3367	2565	3172	2544	1166	985	998	1452	3141	3976
AOAH	91	64	126	138	71	38	51	4	3	9	109	32	22	10	15	24	8	9	10	4	3	3	15	4	4	12	12	11
AOAH-IT1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPM1P18	127	80	72	91	99	98	71	47	69	80	135	225	280	254	189	299	262	207	249	207	239	186	66	38	36	87	245	137
ELMO1	9698	5136	10405	11366	7736	3273	3141	365	420	368	4100	2569	2788	1795	1528	2158	1230	878	415	703	462	1170	507	243	55	327	693	199
LOC105375235	6	7	14	12	12	2	13	3	0	2	37	2	22	4	4	1	5	2	5	2	0	3	2	0	0	1	1	1
MIR1200	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELMO1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RPS10P14	0	0	0	0	1	1	0	0	0	0	0	2	1	1	1	0	1	1	0	0	0	1	1	0	0	0	0	0
GPR141	11	3	0	1	5	5	0	0	1	0	2	3	5	2	1	0	0	0	0	0	4	7	0	1	0	0	0	0
NME8	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SFRP4	623	487	124	398	452	1319	59	141	370	118	124	136	1318	410	914	434	262	121	506	245	573	634	380	266	33	350	141	102
EPDR1	1651	1488	852	1757	1448	2117	223	258	534	394	674	861	2066	1430	1510	748	768	464	600	486	1082	1095	407	255	107	494	541	355
LOC105375236	4	4	3	2	2	1	0	1	0	2	2	0	0	0	1	3	0	1	3	3	8	6	1	1	0	3	3	12
STARD3NL	5233	4808	4746	5698	4563	4066	976	523	652	1088	2034	3275	2891	3104	2582	3643	2810	2889	2512	2611	3367	3083	838	694	475	938	3114	1788
TARP	15	8	3	2	1	6	0	0	1	0	0	2	1	0	0	4	4	0	0	0	0	0	0	0	0	0	1	0
TRGC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRGJ2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRGJP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRGC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRGJ1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRGJP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRGJP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986784	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRGV11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRGVB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRGV10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC103689914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TRGV9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRGVA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRGV8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRGV7	0	2	0	1	1	2	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRGV6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
TRG-AS1	0	5	10	5	4	5	5	3	0	0	8	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
TRGV5P	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRGV5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRGV4	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRGV3	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TRGV2	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRGV1	1	0	0	0	0	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AMPH	1869	1348	1508	2054	1651	1629	494	185	307	286	1449	804	798	544	602	637	619	593	503	554	503	671	133	145	60	124	590	236
KRT8P20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM183BP	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
VPS41	5785	5708	5130	6622	5635	4588	2078	1015	1135	1769	4780	3285	3385	3370	3023	3004	3125	3611	2514	2859	3499	3818	1445	925	916	1589	3280	3535
POU6F2	7	22	6	27	9	3	11	9	4	49	53	136	7	4	1	8	4	82	28	40	81	19	15	8	27	19	52	121
POU6F2-AS2	0	2	0	1	0	1	2	7	0	3	4	9	1	0	0	1	0	0	0	1	13	1	1	0	1	3	1	12
LOC105375239	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
POU6F2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
LOC105375237	4	3	0	4	4	2	3	3	0	0	6	4	1	1	0	2	0	0	0	0	0	0	0	0	0	3	3	7
LOC105375240	3	2	3	1	3	1	7	3	5	1	7	1	1	0	1	1	5	1	0	0	0	2	1	0	0	0	1	0
YAE1D1	1089	1058	927	1087	1051	838	344	161	215	292	714	571	444	574	436	632	510	636	482	444	629	623	225	161	166	245	534	668
LOC100101126	30	53	52	45	42	18	111	44	50	92	191	13	30	28	51	42	37	72	113	58	26	44	72	49	71	80	17	307
LOC107986785	10	23	22	13	16	14	29	21	15	26	79	15	11	14	21	16	22	25	55	38	25	44	16	27	7	29	11	79
RALA	6855	5821	6574	7612	6343	5471	1169	501	790	1197	2635	3816	3432	3930	3291	4839	3818	4327	3461	3551	4474	3798	993	645	606	1021	3899	2076
LINC00265	265	287	224	339	394	191	373	352	203	229	670	143	125	83	60	115	86	88	128	102	114	133	221	221	201	226	180	470
CICP22	3	4	4	5	2	3	10	11	11	9	25	3	2	3	1	2	1	2	3	5	2	3	9	2	1	6	4	26
LOC101928688	0	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
RWDD4P2	823	809	676	784	712	677	116	43	57	146	196	340	281	338	233	349	308	355	261	269	326	339	100	66	76	103	380	265
CDK13	3670	3356	2573	3530	3027	2623	1233	878	873	1547	2383	2055	1906	2145	2024	3013	2188	3143	3130	2649	2729	2615	1201	1014	957	1558	2598	3821
HIGD1AP7	0	0	0	0	1	0	1	1	2	1	6	1	5	0	4	1	2	3	1	2	3	5	2	0	2	1	2	3
MPLKIP	1646	1364	1332	1598	1281	1098	296	189	267	349	465	904	599	756	674	989	758	778	1105	710	889	697	247	175	153	234	844	518
SUGCT	162	153	110	133	105	164	31	15	15	29	77	106	79	71	55	34	58	46	53	55	125	56	20	12	15	19	57	22
THUMPD3P1	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	1	2	0	2	0	0	0	1	0	0	0	0	1
LOC105375245	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986786	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
LOC101928716	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
LOC105375244	0	0	0	2	0	1	0	2	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
LOC105375243	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC105375242	0	1	2	1	0	1	4	7	3	0	4	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	2
LINC01450	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
LINC01449	1	0	1	4	2	0	1	1	0	1	3	0	0	0	0	0	0	0	7	1	1	0	0	1	0	1	0	1
LOC105375241	0	0	0	1	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	3	0	1	0	1
LOC105375246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC105375247	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0
LOC107986789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
INHBA	181	391	35	40	60	387	4	23	22	15	122	42	165	10	84	33	164	158	221	143	371	20	60	22	5	10	19	4
INHBA-AS1	3	3	6	18	1	4	1	7	5	3	7	10	0	0	9	65	9	11	36	25	7	8	3	1	0	2	6	3
LOC107986788	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	2	0	1	0	0	0	0	0	0
LOC105375248	0	1	1	1	1	0	0	2	1	5	2	0	0	1	1	0	0	1	2	2	1	1	2	3	5	5	2	14
GLI3	1230	3082	1174	1532	3309	1983	614	748	1016	2273	623	2967	1063	2122	3168	3205	4203	2307	4709	4357	7056	2704	1965	1481	895	1802	6546	3034
LOC105375249	4	4	1	0	1	1	0	0	0	0	1	0	5	7	2	0	0	0	0	0	1	3	0	2	0	1	0	0
LOC105375250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375251	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCP1P1	245	271	210	246	214	206	41	26	24	34	66	119	101	103	90	325	113	156	143	124	125	118	40	50	46	64	193	116
LOC107986735	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C7orf25	985	699	714	896	840	820	211	115	141	191	430	436	519	405	356	447	444	454	487	435	548	467	166	132	83	220	482	429
PSMA2	8561	6093	5908	6477	5967	6167	1227	818	942	1387	2557	4020	4476	4478	3268	5143	3995	4107	4168	3849	4621	4221	1050	742	623	1356	4464	2706
LOC105375252	28	46	20	17	63	21	60	25	34	45	94	13	23	18	37	33	24	35	62	41	32	37	43	35	42	49	17	134
MRPL32	2556	1558	1759	1885	1887	1874	546	414	424	520	1262	948	1211	1000	697	1193	894	1000	1174	901	1152	919	523	387	467	614	940	1879
LOC105375253	1	0	1	1	0	2	0	0	4	1	0	0	2	0	0	0	3	0	7	0	0	0	0	0	0	0	1	0
LOC105375254	7	4	1	1	3	0	2	0	1	0	3	0	0	0	0	0	1	0	1	0	1	0	0	1	2	0	0	0
LOC107986790	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HECW1	2283	1707	2399	2468	2530	2068	374	102	115	137	826	404	680	125	257	610	528	782	244	430	185	508	97	32	31	12	278	97
HECW1-IT1	3	2	5	1	1	3	0	1	0	0	7	6	5	0	2	0	0	4	0	6	1	1	1	0	0	0	1	1
MIR3943	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-35P	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL18AP10	0	1	0	0	1	0	2	2	2	3	1	2	6	3	1	3	1	3	2	0	5	3	1	0	4	1	1	1
LOC102724903	1	0	0	3	0	3	0	1	0	0	4	0	0	2	0	2	0	0	0	0	0	4	0	0	0	0	1	2
LOC100506895	12	6	8	10	7	7	6	3	2	4	23	3	2	1	4	7	1	6	0	12	2	5	1	5	1	0	0	2
STK17A	1729	1600	812	1177	1491	2302	202	176	315	293	489	780	1381	1992	1057	988	682	645	455	578	1550	1502	416	280	108	409	897	463
COA1	4824	3879	3701	4158	3591	3477	1053	811	900	1259	2548	2389	2283	2282	1885	2715	2163	1940	2246	1882	2467	2166	905	824	662	1067	2632	2505
LOC107986727	1	1	2	1	0	1	0	0	0	1	2	0	0	3	0	1	4	5	3	0	1	1	2	1	0	1	2	4
BLVRA	2272	2043	1991	2163	2037	1970	430	375	493	651	1053	1762	1372	1400	1329	1838	1423	1797	1874	1482	1911	1628	553	468	401	617	1898	1587
LOC102724946	3	4	6	10	3	3	5	0	3	5	2	8	2	0	0	0	1	2	0	1	3	0	0	0	1	2	3	8
URGCP-MRPS24	1	5	4	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPS24	43	27	33	50	36	51	12	2	7	12	5	16	8	8	7	5	2	1	2	10	7	3	13	3	4	2	15	3
URGCP	2238	2036	2196	2602	1791	1544	563	657	551	679	1313	1107	965	964	1036	1413	887	1420	1067	1214	1220	1143	638	594	570	763	1338	1621
LOC107986791	4	4	3	4	5	2	1	0	2	2	4	3	0	1	2	1	3	6	0	3	6	5	1	0	1	3	1	0
TUBG1P	6	2	3	3	1	6	2	5	1	0	12	7	6	7	4	8	4	10	9	3	4	3	3	3	1	2	3	10
UBE2D4	1618	1360	1572	1920	1592	1261	289	140	170	226	752	778	597	614	616	642	551	537	672	526	639	761	202	116	121	225	737	549
POLR2J4	598	605	474	527	545	519	281	249	221	369	693	325	245	393	238	383	325	276	252	283	319	352	313	279	276	434	476	776
SPDYE1	12	19	11	11	39	10	21	25	41	37	226	6	14	12	12	18	18	20	40	36	29	33	45	44	30	39	25	87
RASA4CP	94	198	164	170	135	96	100	63	73	106	157	128	77	129	113	191	111	74	80	107	102	127	103	88	76	93	197	164
LINC00957	45	48	50	82	50	29	15	3	9	16	35	31	9	15	17	23	14	16	7	11	15	20	5	10	8	15	33	24
DBNL	6970	5494	3684	4503	5214	5717	1104	796	843	1279	2137	1690	2950	2976	1875	2282	2089	2112	1488	1686	2784	2420	1118	868	646	1050	2530	1829
MIR6837	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	2	2	0	0	1	0	1	0	0	1
PGAM2	170	193	123	202	209	162	63	56	70	101	225	38	44	42	35	46	24	71	34	39	47	76	122	63	72	113	67	227
POLM	483	522	472	545	487	378	268	304	236	328	640	175	170	193	166	243	181	228	245	201	225	207	265	246	210	321	283	688
MIR6838	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AEBP1	4559	5176	2758	4642	4714	7283	913	1245	1181	1368	2984	1758	4838	2782	2928	1287	1822	1451	2079	1279	3364	1724	2850	1536	886	1675	2546	2252
MIR4649	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	5
POLD2	7383	6292	5827	6596	6024	6314	1145	930	1179	1637	2170	2860	2175	2719	1750	3044	2139	2291	2703	2789	3675	2624	1242	1157	1082	1247	4397	2557
MYL7	1	3	0	0	0	3	2	1	7	2	7	0	0	0	4	0	0	2	3	0	0	0	0	3	0	0	0	2
GCK	50	71	56	68	26	60	11	5	11	14	30	50	20	30	36	22	10	12	23	9	12	35	10	13	16	14	34	31
LOC105375258	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375257	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YKT6	11141	10265	8229	10308	10233	9764	1898	1222	1549	2019	3541	4414	5553	5953	4102	5419	4532	4819	3220	4138	5739	5675	1875	1477	1190	2306	5468	3478
CAMK2B	164	208	356	297	182	80	97	53	35	38	390	74	57	18	31	159	54	92	80	119	63	52	52	18	54	55	84	113
NUDCD3	9364	8507	8935	9872	7883	6683	1343	843	992	1934	2982	4915	4126	4024	4001	6713	4316	5583	3626	4679	4257	4873	1570	1054	998	1509	4780	2700
NPC1L1	0	2	5	1	0	2	2	4	6	1	5	4	2	0	0	3	0	1	1	0	2	0	0	1	1	1	2	4
DDX56	3653	2873	2662	2943	2898	2750	1347	1770	1418	1459	2688	1243	1466	1592	1235	1696	1252	1613	1118	1373	1714	1571	1362	1453	1478	1881	1479	4356
TMED4	5297	5806	4795	5270	5134	4889	1449	948	1008	1907	3110	2995	2716	2836	2684	3464	2501	2708	3794	2893	3186	2827	1726	1231	1243	1844	3221	4458
OGDH	6685	6968	5453	6514	5240	5591	951	681	928	1506	2026	2928	3479	3515	3270	3688	3053	3512	2299	2757	3282	3060	1404	826	769	1207	3719	1919
ZMIZ2	4237	5347	3362	4450	5478	3756	1747	2549	1933	2792	3941	1443	1490	2086	1433	3329	2369	2797	1883	2743	2828	2776	2552	2685	2448	2875	3603	6068
LOC105375259	22	25	17	32	22	22	8	4	7	9	15	17	14	18	12	19	10	11	6	8	10	16	4	5	6	7	26	11
PPIA	21837	17406	16871	17498	16043	17547	3573	3251	3824	4640	7911	10870	11711	12897	9400	16825	10909	11049	13071	11111	13057	10046	3288	3019	2501	4149	13742	9510
LOC105375260	3	4	0	1	1	0	1	1	0	1	21	2	0	1	1	2	6	6	12	9	1	4	1	0	0	3	1	11
H2AFV	26527	22115	21069	25533	22710	19178	5543	2879	4000	8410	11084	18132	12327	17301	13726	26331	18384	20624	19598	18330	19697	18055	5002	4239	4225	6616	23568	16667
LOC105375261	2	2	1	4	0	2	0	0	0	1	1	0	0	2	1	1	0	0	2	1	1	2	0	3	0	1	2	2
LOC107986728	0	2	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PURB	5888	7477	5559	7035	6180	5305	1940	908	1158	2528	3968	4830	4163	4913	4612	4745	4741	5686	4585	4372	5249	5413	2046	1305	1288	1895	5069	5747
MIR4657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375262	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MYO1G	1	3	1	0	0	0	0	5	0	5	11	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
SNHG15	176	255	193	255	151	188	132	146	143	139	312	332	108	102	117	102	96	120	103	69	218	268	69	75	91	42	65	250
SNORA9	8	6	6	10	4	1	8	3	6	5	14	4	3	1	5	4	2	10	0	2	2	6	1	5	2	2	4	8
LOC102723334	15	10	12	15	10	10	3	5	6	12	7	11	3	8	4	14	6	7	19	9	12	12	4	7	6	10	11	7
CCM2	2224	2445	2128	2562	2142	2176	436	564	560	853	835	1344	1171	1414	1215	1960	1236	1431	1151	1391	1627	1386	697	708	558	745	1952	1406
LOC100128364	43	39	35	44	49	30	89	107	29	70	206	18	19	16	14	32	12	28	34	23	20	25	49	75	83	126	23	206
NACAD	4192	4403	3869	5005	3907	2731	969	709	680	1496	2029	2329	1763	2078	2191	3227	2243	2440	1844	2449	2056	2252	1475	1222	1070	1285	3554	2509
TBRG4	3339	2664	2798	3229	2424	2493	515	455	544	705	1235	1367	1263	1578	1189	1601	1094	1112	948	1197	1536	1382	637	511	407	603	1384	1106
SNORA5A	8	4	3	6	3	5	3	1	1	4	8	4	7	2	9	1	8	4	3	2	6	4	1	3	3	7	0	20
SNORA5C	12	25	8	12	8	8	11	2	9	10	16	3	6	3	7	7	3	4	8	8	3	7	6	5	7	10	3	19
SNORA5B	6	6	1	4	7	0	2	0	0	0	2	0	2	1	2	1	4	3	4	2	0	2	1	0	2	1	0	2
RAMP3	60	30	6	17	44	109	6	2	1	5	18	8	50	18	31	9	12	6	5	1	11	14	6	3	1	3	8	3
LOC107986736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELK1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ADCY1	2115	5479	1733	2531	4540	5121	432	389	272	1282	1008	1391	2663	1477	3243	3070	2852	2319	1746	2448	2161	3128	1167	359	357	653	1864	1108
SEPT7P2	363	355	330	429	348	289	291	183	188	333	578	387	265	301	241	351	261	342	274	277	352	324	224	247	256	310	340	889
GTF2IP13	10	18	14	21	22	12	80	28	35	72	182	23	31	29	25	20	34	22	36	37	31	43	56	34	25	51	37	100
LOC730234	26	30	24	56	57	22	95	130	89	79	127	13	16	15	7	35	20	15	25	44	45	41	68	68	43	66	52	108
CICP20	0	3	1	0	1	1	3	8	3	10	19	0	1	0	2	2	0	3	1	0	1	3	3	2	10	4	5	19
SEPT14P7	3	8	5	3	2	4	5	7	3	1	6	2	1	1	2	2	4	1	1	2	3	2	2	2	3	3	4	9
IGFBP1	0	0	0	0	0	1	0	0	4	0	34	0	5	3	1	0	0	2	0	2	3	1	6	0	0	0	0	0
IGFBP3	3951	2918	448	1409	742	4936	427	847	2246	481	2550	955	9535	2607	4780	1353	3246	3963	925	607	7759	1162	2645	1267	26	1356	331	101
LOC102723446	3	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	1	0	0	0	0
LOC105375264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
